,location,total_sqft,bath,price,bhk
6596,Thanisandra,1880.0,3.0,120.0,3
6597,Thanisandra,760.0,1.0,50.0,1
6599,Thanisandra,933.0,2.0,58.0,1
6600,Thanisandra,1917.0,3.0,110.0,3
6601,Thanisandra,1996.0,4.0,123.0,3
6602,Thanisandra,1183.0,2.0,77.25,2
6603,Thanisandra,1491.0,3.0,88.0,3
6605,Thanisandra,662.0,1.0,29.0,1
6607,Thanisandra,1564.0,3.0,100.0,3
6608,Thanisandra,662.0,1.0,45.0,1
6609,Thanisandra,1573.0,3.0,98.0,3
6610,Thanisandra,1262.0,2.0,83.0,3
6611,Thanisandra,1056.0,2.0,65.0,2
6613,Thanisandra,1702.0,3.0,115.0,3
6614,Thanisandra,1343.0,2.0,75.0,2
6615,Thanisandra,1935.0,4.0,122.0,3
6616,Thanisandra,933.0,2.0,55.0,2
6617,Thanisandra,1183.0,2.0,77.3,2
6618,Thanisandra,662.0,1.0,38.0,1
6619,Thanisandra,1265.0,2.0,72.0,2
6620,Thanisandra,1595.0,3.0,105.0,3
6622,Thanisandra,580.0,1.0,27.5,1
6623,Thanisandra,2087.0,4.0,139.0,3
6625,Thanisandra,1098.0,2.0,71.0,2
6626,Thanisandra,1411.0,3.0,93.25,3
6629,Thanisandra,1732.0,3.0,112.0,3
6630,Thanisandra,933.0,1.0,61.0,1
6631,Thanisandra,1702.0,3.0,107.0,3
6632,Thanisandra,747.0,1.0,34.355,1
6633,Thanisandra,2030.0,4.0,125.0,3
6635,Thanisandra,1948.0,4.0,129.0,4
6636,Thanisandra,1573.0,3.0,90.0,3
6637,Thanisandra,1056.0,2.0,70.0,2
6638,Thanisandra,1595.0,3.0,96.0,3
6641,Thanisandra,1245.0,2.0,83.05,2
6642,Thanisandra,1261.0,2.0,80.0,3
6643,Thanisandra,1884.0,4.0,117.0,3
6644,Thanisandra,965.0,2.0,54.0,2
6645,Thanisandra,1930.0,4.0,122.0,3
6646,Thanisandra,777.0,1.0,38.46,1
6648,Thanisandra,1930.0,4.0,120.0,3
6649,Thanisandra,760.0,1.0,50.4,1
6650,Thanisandra,663.0,1.0,32.82,1
6651,Thanisandra,1801.0,3.0,115.0,3
6652,Thanisandra,1806.0,6.0,116.0,3
6653,Thanisandra,3671.0,4.0,220.0,4
6655,Thanisandra,1305.0,2.0,90.0,2
6656,Thanisandra,1965.0,4.0,125.0,3
6657,Thanisandra,1573.0,3.0,100.0,3
6660,Thanisandra,1917.0,4.0,130.0,4
6662,Thigalarapalya,3122.0,6.0,230.0,4
6664,Thigalarapalya,1297.0,2.0,103.0,2
6665,Thigalarapalya,1418.0,2.0,95.0,2
6666,Thigalarapalya,3122.0,6.0,235.0,4
6667,Thigalarapalya,3122.0,6.0,245.0,4
6669,Thigalarapalya,1418.0,2.0,103.0,2
6670,Thigalarapalya,1418.0,2.0,101.0,2
6671,Thigalarapalya,1418.0,2.0,104.0,2
6673,Thigalarapalya,3122.0,5.0,225.0,4
6674,Thigalarapalya,2912.0,6.0,210.0,4
6675,Thigalarapalya,1418.0,2.0,103.0,2
6676,Thigalarapalya,2072.0,4.0,159.0,3
6678,Thigalarapalya,1418.0,2.0,106.0,2
6680,Thigalarapalya,1418.0,2.0,104.0,2
6681,Thigalarapalya,3122.0,6.0,237.0,4
6682,Thigalarapalya,1418.0,2.0,105.0,2
6683,Thigalarapalya,1418.0,2.0,104.0,2
6686,Thigalarapalya,1418.0,2.0,106.0,2
6687,Thigalarapalya,2072.0,4.0,155.0,3
6688,Thigalarapalya,1830.0,4.0,135.0,3
6689,Thigalarapalya,1418.0,2.0,105.0,2
6690,Thigalarapalya,2072.0,4.0,160.0,3
6694,Thigalarapalya,2072.0,4.0,160.0,3
6695,Thigalarapalya,2072.0,4.0,155.0,3
6696,Thigalarapalya,3122.0,6.0,235.0,4
6697,Thigalarapalya,2072.0,4.0,153.0,3
6699,Thigalarapalya,2072.0,4.0,157.0,3
6700,Thigalarapalya,1418.0,2.0,105.0,2
6701,Thigalarapalya,3362.0,5.0,249.0,4
6702,Thigalarapalya,3122.0,6.0,245.0,4
6705,Thigalarapalya,4190.0,4.0,325.0,4
6709,Thigalarapalya,1400.0,2.0,105.0,2
6711,Thigalarapalya,1297.0,2.0,98.0,2
6713,Thubarahalli,3800.0,4.0,239.0,4
6714,Thubarahalli,1200.0,2.0,78.0,2
6715,Thubarahalli,1128.0,2.0,75.0,2
6716,Thubarahalli,1185.0,2.0,65.0,2
6717,Thubarahalli,975.0,2.0,55.0,2
6718,Thubarahalli,1330.0,2.0,75.0,2
6719,Thubarahalli,1085.0,2.0,70.0,2
6720,Thubarahalli,1216.0,2.0,80.0,2
6721,Thubarahalli,1200.0,2.0,79.0,2
6722,Thubarahalli,1200.0,2.0,80.0,2
6723,Thubarahalli,1200.0,2.0,79.55,2
6725,Thubarahalli,2625.0,3.0,175.0,3
6726,Thubarahalli,975.0,2.0,50.0,2
6728,Thubarahalli,1584.0,3.0,101.0,3
6729,Thyagaraja Nagar,800.0,1.0,100.0,1
6730,Thyagaraja Nagar,2000.0,4.0,145.0,5
6731,Thyagaraja Nagar,1270.0,2.0,95.25,3
6732,Thyagaraja Nagar,1040.0,2.0,68.0,2
6733,Tindlu,1500.0,2.0,87.0,3
6734,Tindlu,7500.0,7.0,400.0,7
6735,Tindlu,1357.0,2.0,65.0,3
6736,Tindlu,1500.0,3.0,87.0,3
6737,Tindlu,1370.07,3.0,65.0,3
6738,Tindlu,1165.0,2.0,59.8,2
6739,Tindlu,1050.0,2.0,55.0,2
6740,Tindlu,1100.0,2.0,55.0,2
6741,Tumkur Road,1500.0,3.0,95.0,3
6742,Tumkur Road,1779.0,3.0,112.0,3
6743,Tumkur Road,1586.0,3.0,100.0,3
6744,Tumkur Road,1098.0,2.0,72.0,2
6745,Tumkur Road,1354.0,3.0,90.0,3
6746,Tumkur Road,1240.0,2.0,84.0,3
6747,Tumkur Road,1239.0,2.0,82.0,2
6748,Tumkur Road,1246.0,2.0,82.0,2
6749,Tumkur Road,1500.0,3.0,100.0,3
6751,Tumkur Road,1416.0,3.0,94.0,3
6752,Tumkur Road,1027.0,2.0,60.0,2
6753,Tumkur Road,1027.0,2.0,68.62,2
6754,Tumkur Road,1459.0,2.0,95.0,3
6755,Tumkur Road,992.0,2.0,60.0,2
6756,Tumkur Road,1066.0,2.0,52.5,2
6757,Tumkur Road,1240.0,2.0,79.0,3
6758,Tumkur Road,1441.0,2.0,95.0,3
6759,Tumkur Road,1240.0,2.0,83.0,3
6760,Tumkur Road,1027.0,2.0,67.0,2
6762,Tumkur Road,1354.0,3.0,85.86,3
6763,Ulsoor,2135.0,3.0,215.0,3
6764,Ulsoor,1275.0,2.0,120.0,2
6765,Ulsoor,1020.0,3.0,110.0,3
6766,Ulsoor,1200.0,2.0,60.0,2
6767,Ulsoor,1180.0,2.0,100.0,2
6768,Ulsoor,1340.0,3.0,90.0,3
6769,Ulsoor,1500.0,2.0,125.0,3
6770,Ulsoor,2000.0,3.0,185.0,3
6771,Ulsoor,1255.0,2.0,120.0,2
6772,Ulsoor,1685.0,4.0,185.0,3
6774,Ulsoor,2135.0,3.0,170.0,3
6775,Ulsoor,1160.0,2.0,130.0,2
6776,Uttarahalli,1440.0,2.0,62.0,3
6777,Uttarahalli,1143.0,2.0,45.0,2
6778,Uttarahalli,1020.0,2.0,45.0,2
6779,Uttarahalli,1286.0,2.0,63.0,2
6780,Uttarahalli,1101.0,2.0,45.0,2
6782,Uttarahalli,1175.0,2.0,47.0,2
6783,Uttarahalli,1390.0,2.0,62.55,3
6784,Uttarahalli,1330.0,2.0,56.0,3
6785,Uttarahalli,1008.0,2.0,45.0,2
6786,Uttarahalli,1390.0,2.0,60.47,3
6787,Uttarahalli,1617.0,3.0,66.68,3
6788,Uttarahalli,1150.0,2.0,49.0,2
6789,Uttarahalli,1330.0,2.0,56.0,3
6790,Uttarahalli,1200.0,2.0,44.0,2
6793,Uttarahalli,882.0,2.0,30.0,2
6794,Uttarahalli,993.0,2.0,39.71,2
6795,Uttarahalli,1045.0,2.0,45.0,2
6796,Uttarahalli,850.0,2.0,37.93,2
6798,Uttarahalli,1345.0,2.0,57.0,3
6799,Uttarahalli,1089.0,2.0,43.55,2
6801,Uttarahalli,1279.0,2.0,48.0,2
6803,Uttarahalli,1425.0,2.0,64.0,3
6804,Uttarahalli,1155.0,2.0,40.42,2
6805,Uttarahalli,1050.0,2.0,42.0,2
6806,Uttarahalli,1300.0,2.0,55.0,3
6807,Uttarahalli,1250.0,2.0,55.0,3
6808,Uttarahalli,1200.0,3.0,50.0,3
6809,Uttarahalli,1085.0,2.0,43.0,2
6811,Uttarahalli,1175.0,2.0,47.0,2
6812,Uttarahalli,1175.0,2.0,47.0,2
6813,Uttarahalli,1215.0,2.0,52.85,3
6815,Uttarahalli,1325.0,2.0,53.0,2
6816,Uttarahalli,1300.0,2.0,60.0,3
6817,Uttarahalli,850.0,2.0,35.0,2
6819,Uttarahalli,1360.0,2.0,61.2,3
6820,Uttarahalli,1134.0,2.0,45.36,2
6822,Uttarahalli,1320.0,2.0,55.44,3
6823,Uttarahalli,1390.0,2.0,61.16,3
6824,Uttarahalli,1090.0,2.0,45.0,2
6825,Uttarahalli,1050.0,2.0,42.0,2
6826,Uttarahalli,1123.0,2.0,48.0,2
6827,Uttarahalli,1329.0,2.0,56.0,3
6828,Uttarahalli,938.0,2.0,35.0,2
6831,Uttarahalli,1100.0,1.0,45.0,2
6832,Uttarahalli,1125.0,2.0,47.0,2
6834,Uttarahalli,1390.0,2.0,62.55,3
6836,Uttarahalli,1180.0,2.0,41.3,2
6838,Uttarahalli,1160.0,2.0,45.0,2
6839,Uttarahalli,1280.0,2.0,60.0,3
6841,Uttarahalli,1190.0,2.0,53.55,2
6842,Uttarahalli,1330.0,2.0,57.0,3
6843,Uttarahalli,1560.0,3.0,74.0,3
6845,Uttarahalli,1125.0,2.0,48.0,2
6846,Uttarahalli,1320.0,2.0,55.44,3
6848,Uttarahalli,1160.0,2.0,40.6,2
6850,Uttarahalli,1065.0,2.0,42.59,2
6851,Uttarahalli,1075.0,2.0,46.76,2
6852,Uttarahalli,1155.0,2.0,40.6,2
6855,Uttarahalli,1215.0,2.0,52.85,3
6857,Uttarahalli,1180.0,2.0,41.3,2
6860,Uttarahalli,1002.0,2.0,40.08,2
6861,Uttarahalli,1002.0,2.0,40.08,2
6862,Uttarahalli,1075.0,2.0,40.0,2
6864,Uttarahalli,1155.0,2.0,40.43,2
6865,Uttarahalli,1025.0,2.0,35.88,2
6866,Uttarahalli,1125.0,2.0,47.65,2
6867,Uttarahalli,1300.0,2.0,55.0,2
6868,Uttarahalli,1025.0,2.0,35.88,2
6869,Uttarahalli,980.0,2.0,45.0,2
6870,Uttarahalli,1125.0,2.0,47.0,2
6875,Uttarahalli,1175.0,2.0,47.0,2
6878,Uttarahalli,1525.0,2.0,62.82,3
6881,Uttarahalli,1213.0,2.0,48.0,2
6883,Uttarahalli,900.0,2.0,35.0,2
6884,Uttarahalli,1065.0,2.0,42.6,2
6887,Uttarahalli,1125.0,2.0,47.0,2
6888,Uttarahalli,1270.0,2.0,55.25,3
6889,Uttarahalli,1270.0,2.0,55.25,3
6890,Uttarahalli,1107.0,2.0,45.0,2
6891,Uttarahalli,1200.0,2.0,55.0,2
6893,Uttarahalli,1500.0,3.0,68.0,3
6894,Uttarahalli,1120.0,2.0,50.0,2
6895,Uttarahalli,1150.0,2.0,46.0,2
6896,Uttarahalli,1330.0,2.0,58.0,3
6898,Uttarahalli,1050.0,2.0,42.0,2
6899,Uttarahalli,1125.0,2.0,48.0,2
6900,Uttarahalli,1345.0,2.0,57.0,3
6901,Uttarahalli,1345.0,2.0,57.0,3
6903,Uttarahalli,1037.0,2.0,36.0,2
6905,Uttarahalli,1000.0,2.0,39.5,2
6906,Uttarahalli,1125.0,1.0,45.0,2
6907,Uttarahalli,1308.0,2.0,53.0,3
6908,Uttarahalli,1160.0,2.0,40.58,2
6910,Uttarahalli,1000.0,2.0,35.0,2
6911,Uttarahalli,1330.0,2.0,57.0,3
6912,Uttarahalli,1125.0,2.0,47.0,2
6913,Uttarahalli,1165.0,1.0,42.09,2
6914,Uttarahalli,1260.0,2.0,55.0,2
6915,Uttarahalli,1284.0,2.0,53.36,2
6916,Uttarahalli,1150.0,2.0,45.99,2
6918,Uttarahalli,1290.0,2.0,56.12,3
6919,Uttarahalli,1328.0,2.0,56.0,3
6920,Uttarahalli,1040.0,2.0,36.4,2
6921,Uttarahalli,1290.0,2.0,56.12,3
6923,Uttarahalli,1075.0,2.0,46.76,2
6924,Uttarahalli,1345.0,2.0,57.0,3
6925,Varthur,1160.0,2.0,44.0,2
6926,Varthur,1385.0,2.0,80.0,2
6928,Varthur,1024.0,2.0,42.0,2
6929,Varthur,1125.0,2.0,40.0,2
6930,Varthur,1112.0,2.0,40.0,2
6931,Varthur,1055.0,2.0,45.35,2
6932,Varthur,1280.0,2.0,65.0,2
6933,Varthur,977.0,2.0,36.0,2
6934,Varthur,1250.0,3.0,71.0,3
6935,Varthur,1200.0,3.0,67.75,3
6936,Varthur,1111.0,2.0,41.88,2
6937,Varthur,1140.0,2.0,55.5,2
6938,Varthur,1012.0,2.0,59.0,2
6939,Varthur,1140.0,2.0,39.9,2
6940,Varthur,1090.0,2.0,48.0,2
6941,Varthur,1450.0,3.0,71.0,3
6942,Varthur,1210.0,2.0,60.0,2
6943,Varthur,1070.0,2.0,46.0,2
6944,Varthur,1360.0,2.0,85.0,3
6945,Varthur,965.0,2.0,34.0,2
6946,Varthur,1120.0,2.0,44.24,2
6947,Varthur,1395.0,2.0,79.0,3
6948,Varthur,1085.0,2.0,45.0,2
6949,Varthur,1250.0,2.0,47.0,2
6950,Varthur,1200.0,3.0,68.38,3
6952,Varthur,1155.0,2.0,60.0,2
6953,Varthur,1035.0,2.0,60.0,2
6954,Varthur,1155.0,2.0,39.0,2
6955,Varthur,1180.0,2.0,55.0,2
6957,Varthur,1738.0,2.0,57.35,2
6958,Varthur,1045.0,2.0,40.65,2
6959,Varthur,1155.0,2.0,39.0,2
6961,Varthur,1210.0,2.0,64.15,2
6963,Varthur,1105.0,2.0,38.0,2
6964,Varthur,1560.0,3.0,90.0,3
6965,Varthur,1760.0,2.0,85.0,2
6966,Varthur,1210.0,2.0,54.0,2
6967,Varthur,1112.0,2.0,40.0,2
6969,Varthur,1000.0,1.0,65.0,2
6971,Varthur Road,900.0,2.0,27.0,2
6972,Varthur Road,1277.0,2.0,59.0,2
6973,Varthur Road,1247.0,2.0,58.0,3
6974,Varthur Road,1050.0,2.0,42.7,2
6975,Varthur Road,1255.0,2.0,52.76,2
6977,Varthur Road,1033.0,2.0,32.0,2
6978,Varthur Road,1140.0,2.0,49.11,2
6979,Varthur Road,850.0,2.0,25.4,2
6980,Vasanthapura,1022.0,2.0,40.0,2
6981,Vasanthapura,1135.0,2.0,39.73,2
6982,Vasanthapura,995.0,2.0,34.82,2
6983,Vasanthapura,995.0,2.0,34.82,2
6984,Vasanthapura,940.0,2.0,40.0,2
6985,Vasanthapura,1037.0,2.0,36.28,2
6986,Vasanthapura,978.0,2.0,34.22,2
6987,Vasanthapura,1037.0,2.0,36.28,2
6988,Vidyaranyapura,1440.0,2.0,95.0,2
6989,Vidyaranyapura,1062.0,2.0,38.0,2
6990,Vidyaranyapura,1200.0,2.0,55.0,2
6992,Vidyaranyapura,1060.0,2.0,55.0,2
6993,Vidyaranyapura,1100.0,2.0,54.0,2
6994,Vidyaranyapura,1440.0,2.0,70.0,3
6995,Vidyaranyapura,1100.0,2.0,54.0,2
6996,Vidyaranyapura,1000.0,2.0,35.0,2
6998,Vidyaranyapura,1120.0,2.0,70.0,2
6999,Vidyaranyapura,945.0,2.0,40.0,2
7000,Vidyaranyapura,1100.0,2.0,54.0,2
7001,Vidyaranyapura,1200.0,2.0,65.0,3
7002,Vidyaranyapura,1200.0,2.0,52.0,2
7003,Vidyaranyapura,1050.0,2.0,50.0,2
7004,Vidyaranyapura,1188.0,2.0,50.0,2
7005,Vidyaranyapura,1100.0,2.0,75.0,3
7006,Vidyaranyapura,1100.0,2.0,72.0,3
7007,Vidyaranyapura,2400.0,5.0,135.0,4
7008,Vidyaranyapura,1100.0,2.0,41.0,2
7009,Vidyaranyapura,1200.0,2.0,60.5,2
7010,Vidyaranyapura,1200.0,2.0,42.0,2
7011,Vijayanagar,1704.0,3.0,110.0,3
7012,Vijayanagar,1933.0,3.0,129.0,3
7014,Vijayanagar,1450.0,3.0,100.0,3
7015,Vijayanagar,1580.0,2.0,134.0,3
7016,Vijayanagar,1826.0,3.0,121.0,3
7017,Vijayanagar,1739.0,3.0,116.0,3
7018,Vijayanagar,1490.0,3.0,100.0,3
7019,Vijayanagar,1180.0,2.0,65.0,2
7020,Vijayanagar,606.0,1.0,34.78,1
7021,Vijayanagar,1352.0,2.0,68.0,2
7022,Vijayanagar,1527.0,3.0,115.0,3
7023,Vijayanagar,989.0,2.0,60.0,2
7024,Vijayanagar,1520.0,2.0,103.0,3
7025,Vijayanagar,1749.0,3.0,117.0,3
7026,Vijayanagar,1046.0,2.0,75.0,2
7027,Vijayanagar,606.0,1.0,40.0,1
7028,Vijayanagar,1200.0,2.0,62.0,2
7031,Vijayanagar,1760.0,3.0,140.0,3
7032,Vijayanagar,2047.0,3.0,136.0,3
7033,Vijayanagar,1200.0,2.0,75.0,3
7034,Vijayanagar,1178.0,2.0,82.0,2
7035,Vijayanagar,864.0,2.0,45.0,2
7036,Vijayanagar,2100.0,6.0,252.0,4
7037,Vijayanagar,920.0,2.0,60.0,2
7038,Vijayanagar,1019.0,2.0,58.0,2
7039,Vijayanagar,2400.0,6.0,125.0,5
7040,Vijayanagar,1180.0,2.0,86.0,2
7041,Vijayanagar,1046.0,2.0,49.06,2
7042,Vijayanagar,2400.0,2.0,230.0,1
7043,Vijayanagar,492.0,1.0,40.0,1
7045,Vishveshwarya Layout,750.0,1.0,30.0,1
7046,Vishveshwarya Layout,2000.0,4.0,75.0,4
7047,Vishveshwarya Layout,2100.0,6.0,92.0,6
7048,Vishveshwarya Layout,2000.0,3.0,90.0,4
7049,Vishwapriya Layout,820.0,2.0,30.0,2
7050,Vishwapriya Layout,770.0,2.0,30.0,2
7051,Vishwapriya Layout,910.0,2.0,36.0,2
7052,Vishwapriya Layout,890.0,2.0,37.0,2
7053,Vittasandra,1404.0,2.0,71.0,2
7054,Vittasandra,1246.0,2.0,67.0,2
7055,Vittasandra,1404.0,2.0,69.3,2
7056,Vittasandra,1246.0,2.0,67.3,2
7057,Vittasandra,1246.0,2.0,64.5,2
7058,Vittasandra,1246.0,2.0,64.5,2
7059,Vittasandra,1246.0,2.0,68.0,2
7061,Vittasandra,1238.0,2.0,67.0,2
7062,Vittasandra,1404.0,2.0,75.0,2
7063,Vittasandra,1246.0,2.0,65.0,2
7064,Vittasandra,1238.0,2.0,67.0,2
7065,Vittasandra,1246.0,2.0,67.4,2
7066,Vittasandra,1259.0,2.0,67.4,2
7067,Vittasandra,1404.0,2.0,68.8,2
7068,Vittasandra,1246.0,2.0,62.3,2
7069,Vittasandra,1246.0,2.0,63.0,2
7070,Vittasandra,1246.0,2.0,67.4,2
7071,Vittasandra,1246.0,2.0,65.4,2
7073,Vittasandra,1238.0,2.0,67.32,2
7074,Vittasandra,1246.0,2.0,67.4,2
7076,Vittasandra,1246.0,2.0,67.3,2
7077,Vittasandra,1404.0,2.0,70.0,2
7078,Vittasandra,1259.0,2.0,67.48,2
7079,Vittasandra,1404.0,2.0,75.0,2
7081,Vittasandra,1246.0,2.0,67.0,2
7084,Vittasandra,1404.0,2.0,72.0,2
7085,Vittasandra,1246.0,2.0,67.5,2
7086,Vittasandra,1246.0,2.0,67.5,2
7087,Vittasandra,1404.0,2.0,70.0,2
7088,Vittasandra,1246.0,2.0,65.0,2
7089,Vittasandra,1246.0,2.0,67.4,2
7093,Whitefield,1610.0,3.0,81.0,3
7094,Whitefield,1459.0,2.0,94.82,2
7099,Whitefield,1280.0,2.0,75.0,2
7101,Whitefield,1910.0,3.0,161.0,3
7102,Whitefield,3252.0,4.0,230.0,4
7103,Whitefield,11890.0,4.0,700.0,4
7106,Whitefield,1150.0,2.0,70.0,2
7107,Whitefield,1768.0,3.0,101.0,3
7109,Whitefield,4144.0,4.0,315.0,4
7110,Whitefield,4104.0,4.0,360.0,4
7111,Whitefield,1790.0,3.0,100.0,3
7112,Whitefield,1720.0,3.0,100.0,3
7114,Whitefield,1640.0,4.0,91.0,3
7117,Whitefield,2280.0,4.0,126.0,3
7121,Whitefield,1897.0,3.0,130.0,3
7122,Whitefield,2225.0,2.0,125.0,3
7123,Whitefield,4348.5,2.0,304.0,4
7126,Whitefield,2268.0,3.0,163.0,4
7129,Whitefield,2400.0,4.0,200.0,4
7131,Whitefield,1360.0,2.0,95.0,2
7133,Whitefield,1697.0,3.0,94.79,3
7134,Whitefield,5000.0,4.0,400.0,4
7135,Whitefield,3000.0,5.0,250.0,4
7136,Whitefield,1700.0,3.0,115.0,3
7139,Whitefield,2842.0,3.0,162.0,3
7143,Whitefield,1500.0,3.0,130.0,3
7144,Whitefield,1280.0,2.0,75.0,2
7146,Whitefield,1405.0,2.0,78.0,3
7147,Whitefield,2225.0,3.0,115.0,3
7148,Whitefield,1272.0,2.0,95.05,2
7151,Whitefield,1192.0,2.0,71.0,2
7155,Whitefield,1626.0,3.0,89.0,3
7156,Whitefield,1585.0,3.0,88.0,3
7157,Whitefield,665.0,2.0,28.585,1
7159,Whitefield,1280.0,2.0,85.0,2
7160,Whitefield,1200.0,3.0,68.5,3
7161,Whitefield,4000.0,4.0,330.0,4
7162,Whitefield,1697.0,3.0,108.0,3
7164,Whitefield,3606.0,4.0,312.0,4
7165,Whitefield,1485.0,2.0,90.0,2
7166,Whitefield,950.0,1.0,50.0,1
7167,Whitefield,3584.0,4.0,199.0,4
7168,Whitefield,825.0,1.0,45.0,1
7171,Whitefield,1635.0,2.0,85.0,3
7172,Whitefield,1216.0,2.0,79.0,2
7178,Whitefield,920.0,2.0,63.0,2
7180,Whitefield,1170.0,2.0,71.0,2
7181,Whitefield,1118.0,2.0,75.0,2
7182,Whitefield,1800.0,3.0,110.0,3
7183,Whitefield,1562.0,3.0,103.0,3
7186,Whitefield,2321.0,4.0,128.0,3
7187,Whitefield,1320.0,2.0,95.0,2
7190,Whitefield,3010.0,3.0,200.0,3
7191,Whitefield,1346.0,2.0,96.17,2
7192,Whitefield,3850.0,5.0,316.0,3
7196,Whitefield,2500.0,4.0,155.0,4
7197,Whitefield,905.0,1.0,55.0,1
7199,Whitefield,2268.0,3.0,146.0,4
7202,Whitefield,630.5,1.0,32.79,1
7203,Whitefield,3537.0,5.0,210.0,4
7205,Whitefield,1697.0,3.0,115.0,3
7209,Whitefield,3250.0,5.0,290.0,5
7213,Whitefield,1269.0,2.0,75.0,2
7214,Whitefield,3227.0,5.0,250.0,5
7215,Whitefield,1545.0,3.0,79.0,3
7218,Whitefield,3262.0,4.0,260.0,4
7220,Whitefield,1132.0,2.0,79.28,2
7223,Whitefield,2830.0,5.0,160.0,4
7225,Whitefield,1195.0,2.0,70.0,2
7226,Whitefield,3480.0,4.0,284.0,3
7229,Whitefield,709.0,1.0,34.385,1
7231,Whitefield,1320.0,2.0,79.5,2
7232,Whitefield,750.0,2.0,52.7,2
7233,Whitefield,1200.0,3.0,61.96,3
7238,Whitefield,2094.0,2.0,113.19,3
7240,Whitefield,3445.0,5.0,270.0,4
7241,Whitefield,1700.0,3.0,140.0,3
7242,Whitefield,4827.0,4.0,400.0,4
7243,Whitefield,1405.0,2.0,84.5,2
7245,Whitefield,3252.0,4.0,280.0,4
7247,Whitefield,1150.0,2.0,90.0,2
7248,Whitefield,2400.0,4.0,147.0,4
7250,Whitefield,624.0,1.0,35.0,1
7253,Whitefield,1700.0,3.0,95.0,3
7254,Whitefield,4960.0,4.0,400.0,4
7255,Whitefield,2928.0,4.0,198.0,4
7257,Whitefield,2700.0,5.0,175.0,3
7258,Whitefield,1216.0,2.0,84.0,2
7259,Whitefield,2882.0,5.0,204.0,4
7260,Whitefield,1840.0,3.0,140.0,3
7261,Whitefield,1778.0,3.0,122.0,3
7263,Whitefield,650.0,1.0,25.0,1
7264,Whitefield,2155.0,3.0,125.0,4
7265,Whitefield,905.0,1.0,52.0,1
7270,Whitefield,1216.0,2.0,75.0,2
7272,Whitefield,1255.0,2.0,77.0,2
7273,Whitefield,1216.0,2.0,73.0,2
7274,Whitefield,709.0,1.0,34.735,1
7278,Whitefield,1745.0,3.0,100.0,3
7279,Whitefield,3200.0,4.0,224.0,4
7281,Whitefield,825.0,1.0,44.9,1
7285,Whitefield,1870.0,3.0,138.0,3
7288,Whitefield,1862.0,3.0,125.0,3
7289,Whitefield,1655.0,3.0,113.0,3
7290,Whitefield,530.0,1.0,29.44,1
7292,Whitefield,905.0,1.0,50.0,1
7293,Whitefield,1600.0,3.0,82.0,3
7294,Whitefield,1230.0,4.0,80.0,4
7296,Whitefield,630.5,1.0,32.15,1
7297,Whitefield,905.0,1.0,52.0,1
7301,Whitefield,1216.0,2.0,83.0,2
7306,Whitefield,4075.0,5.0,226.0,4
7307,Whitefield,1216.0,2.0,75.0,2
7315,Whitefield,2856.0,5.0,158.5,4
7318,Whitefield,750.0,1.0,51.0,1
7321,Whitefield,1173.0,2.0,77.0,2
7322,Whitefield,1200.0,3.0,68.4,3
7326,Whitefield,3425.0,5.0,250.0,4
7331,Whitefield,2173.0,3.0,128.0,3
7333,Whitefield,905.0,1.0,62.0,1
7334,Whitefield,1870.0,3.0,138.0,3
7335,Whitefield,1320.0,2.0,99.26,2
7336,Whitefield,2901.0,4.0,190.0,3
7337,Whitefield,1485.0,2.0,96.51,2
7338,Whitefield,1755.0,3.0,101.0,3
7340,Whitefield,2225.0,3.0,149.0,3
7341,Whitefield,1250.0,2.0,82.0,2
7343,Whitefield,605.0,1.0,40.0,1
7346,Whitefield,2210.0,3.0,156.0,3
7347,Whitefield,1173.0,2.0,78.2,2
7348,Whitefield,1740.0,4.0,130.0,3
7349,Whitefield,1216.0,2.0,75.0,2
7351,Whitefield,1655.0,3.0,120.0,3
7352,Whitefield,4003.0,6.0,300.0,4
7354,Whitefield,1180.0,2.0,70.0,2
7356,Whitefield,2023.0,4.0,130.0,3
7357,Whitefield,2134.0,4.0,118.0,3
7360,Whitefield,905.0,1.0,60.0,1
7366,Whitefield,1452.0,3.0,90.0,3
7367,Whitefield,2850.0,5.0,240.0,4
7370,Whitefield,2830.0,5.0,190.0,4
7371,Whitefield,1295.0,2.0,78.5,2
7372,Whitefield,840.0,1.0,57.6,1
7373,Whitefield,640.0,1.0,19.83,1
7374,Whitefield,1991.0,3.0,104.0,3
7378,Whitefield,1655.0,3.0,97.0,3
7379,Whitefield,1850.0,3.0,150.0,3
7380,Whitefield,1200.0,3.0,67.77,3
7381,Whitefield,1290.0,2.0,90.0,2
7384,Whitefield,1216.0,2.0,75.0,2
7385,Whitefield,1356.0,2.0,94.84,2
7386,Whitefield,1338.0,2.0,103.0,2
7389,Whitefield,3450.0,4.0,208.0,3
7393,Whitefield,1267.0,2.0,90.33,2
7394,Whitefield,2400.0,4.0,143.0,4
7395,Whitefield,1836.0,3.0,125.0,3
7397,Whitefield,3596.0,3.0,200.0,3
7398,Whitefield,1275.0,2.0,65.0,3
7401,Whitefield,1216.0,2.0,82.0,2
7402,Whitefield,1495.0,3.0,88.0,2
7403,Whitefield,1564.0,3.0,103.0,3
7404,Whitefield,1585.0,3.0,84.0,3
7407,Whitefield,1558.0,3.0,90.0,3
7408,Whitefield,1216.0,2.0,75.0,2
7410,Whitefield,1704.0,3.0,120.0,3
